URL,Ruta de origen,Estado anterior,Estado final esperado,Indexable,Canonical,En sitemap,Noindex,Enlaces internos entrantes aprox.,Clasificación,Acción realizada
https://metodonebula.es/,dist/index.html,200,200,Sí,https://metodonebula.es/,Sí,No,68,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/404/,dist/404.html,404,404,No,Sin canonical,No,Sí,0,Error 404 / ruta técnica,Se mantiene fuera del índice con noindex y sin canonical
https://metodonebula.es/blog/,dist/blog/index.html,200,200,Sí,https://metodonebula.es/blog/,Sí,No,68,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/algebra-lineal-universidad-que-estudiar-primero-errores/,dist/blog/algebra-lineal-universidad-que-estudiar-primero-errores/index.html,200,200,Sí,https://metodonebula.es/blog/algebra-lineal-universidad-que-estudiar-primero-errores/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/carrera-tecnologica/,dist/blog/categoria/carrera-tecnologica/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/carrera-tecnologica/,Sí,No,3,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/economia-y-ade/,dist/blog/categoria/economia-y-ade/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/economia-y-ade/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/estadistica/,dist/blog/categoria/estadistica/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/estadistica/,Sí,No,11,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/examenes-internacionales/,dist/blog/categoria/examenes-internacionales/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/examenes-internacionales/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/fisica-y-quimica/,dist/blog/categoria/fisica-y-quimica/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/fisica-y-quimica/,Sí,No,7,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/matematicas-universitarias/,dist/blog/categoria/matematicas-universitarias/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/matematicas-universitarias/,Sí,No,10,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/programacion-y-datos/,dist/blog/categoria/programacion-y-datos/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/programacion-y-datos/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/categoria/selectividad/,dist/blog/categoria/selectividad/index.html,200,200,Sí,https://metodonebula.es/blog/categoria/selectividad/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/circuitos-corriente-continua-problemas-resueltos-universidad/,dist/blog/circuitos-corriente-continua-problemas-resueltos-universidad/index.html,200,200,Sí,https://metodonebula.es/blog/circuitos-corriente-continua-problemas-resueltos-universidad/,Sí,No,6,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-aprobar-calculo-i-ingenieria-seis-semanas/,dist/blog/como-aprobar-calculo-i-ingenieria-seis-semanas/index.html,200,200,Sí,https://metodonebula.es/blog/como-aprobar-calculo-i-ingenieria-seis-semanas/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-aprobar-estadistica-psicologia-sin-base-matematica/,dist/blog/como-aprobar-estadistica-psicologia-sin-base-matematica/index.html,200,200,Sí,https://metodonebula.es/blog/como-aprobar-estadistica-psicologia-sin-base-matematica/,Sí,No,6,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-aprobar-fisica-i-ingenieria-sin-memorizar-formulas/,dist/blog/como-aprobar-fisica-i-ingenieria-sin-memorizar-formulas/index.html,200,200,Sí,https://metodonebula.es/blog/como-aprobar-fisica-i-ingenieria-sin-memorizar-formulas/,Sí,No,6,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-aprobar-matematicas-i-ade-economia/,dist/blog/como-aprobar-matematicas-i-ade-economia/index.html,200,200,Sí,https://metodonebula.es/blog/como-aprobar-matematicas-i-ade-economia/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-estudiar-matematicas-sin-memorizar/,dist/blog/como-estudiar-matematicas-sin-memorizar/index.html,200,200,Sí,https://metodonebula.es/blog/como-estudiar-matematicas-sin-memorizar/,Sí,No,17,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-preparar-ib-mathematics-aa-ai/,dist/blog/como-preparar-ib-mathematics-aa-ai/index.html,200,200,Sí,https://metodonebula.es/blog/como-preparar-ib-mathematics-aa-ai/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/como-preparar-pau-matematicas-ii/,dist/blog/como-preparar-pau-matematicas-ii/index.html,200,200,Sí,https://metodonebula.es/blog/como-preparar-pau-matematicas-ii/,Sí,No,16,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/derivadas-integrales-universitarias-prueba-nivel-ejercicios-resueltos/,dist/blog/derivadas-integrales-universitarias-prueba-nivel-ejercicios-resueltos/index.html,200,200,Sí,https://metodonebula.es/blog/derivadas-integrales-universitarias-prueba-nivel-ejercicios-resueltos/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/diagramas-cuerpo-libre-metodo-errores-frecuentes/,dist/blog/diagramas-cuerpo-libre-metodo-errores-frecuentes/index.html,200,200,Sí,https://metodonebula.es/blog/diagramas-cuerpo-libre-metodo-errores-frecuentes/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/econometria-desde-cero-interpretar-regresion/,dist/blog/econometria-desde-cero-interpretar-regresion/index.html,200,200,Sí,https://metodonebula.es/blog/econometria-desde-cero-interpretar-regresion/,Sí,No,6,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/economia-ade-matematicas-sin-perderse/,dist/blog/economia-ade-matematicas-sin-perderse/index.html,200,200,Sí,https://metodonebula.es/blog/economia-ade-matematicas-sin-perderse/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/ecuaciones-diferenciales-identificar-metodo-correcto/,dist/blog/ecuaciones-diferenciales-identificar-metodo-correcto/index.html,200,200,Sí,https://metodonebula.es/blog/ecuaciones-diferenciales-identificar-metodo-correcto/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/errores-comunes-inferencia-estadistica/,dist/blog/errores-comunes-inferencia-estadistica/index.html,200,200,Sí,https://metodonebula.es/blog/errores-comunes-inferencia-estadistica/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/estadistica-desde-cero-para-elegir-contrastes/,dist/blog/estadistica-desde-cero-para-elegir-contrastes/index.html,200,200,Sí,https://metodonebula.es/blog/estadistica-desde-cero-para-elegir-contrastes/,Sí,No,11,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/estequiometria-universitaria-ejercicios-resueltos/,dist/blog/estequiometria-universitaria-ejercicios-resueltos/index.html,200,200,Sí,https://metodonebula.es/blog/estequiometria-universitaria-ejercicios-resueltos/,Sí,No,3,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/fisica-y-quimica-como-plantear-problemas/,dist/blog/fisica-y-quimica-como-plantear-problemas/index.html,200,200,Sí,https://metodonebula.es/blog/fisica-y-quimica-como-plantear-problemas/,Sí,No,11,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/ib-gcse-como-preparar-examenes-internacionales/,dist/blog/ib-gcse-como-preparar-examenes-internacionales/index.html,200,200,Sí,https://metodonebula.es/blog/ib-gcse-como-preparar-examenes-internacionales/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/matrices-determinantes-sistemas-ecuaciones-guia/,dist/blog/matrices-determinantes-sistemas-ecuaciones-guia/index.html,200,200,Sí,https://metodonebula.es/blog/matrices-determinantes-sistemas-ecuaciones-guia/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/microeconomia-i-tipos-problemas-examen/,dist/blog/microeconomia-i-tipos-problemas-examen/index.html,200,200,Sí,https://metodonebula.es/blog/microeconomia-i-tipos-problemas-examen/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/p-valor-intervalo-confianza-tamano-efecto-ejemplo/,dist/blog/p-valor-intervalo-confianza-tamano-efecto-ejemplo/index.html,200,200,Sí,https://metodonebula.es/blog/p-valor-intervalo-confianza-tamano-efecto-ejemplo/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/pagina/2/,dist/blog/pagina/2/index.html,200,200,Sí,https://metodonebula.es/blog/pagina/2/,Sí,No,3,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/pagina/3/,dist/blog/pagina/3/index.html,200,200,Sí,https://metodonebula.es/blog/pagina/3/,Sí,No,3,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/pagina/4/,dist/blog/pagina/4/index.html,200,200,Sí,https://metodonebula.es/blog/pagina/4/,Sí,No,3,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/preparar-pau-desde-verano-plan-septiembre/,dist/blog/preparar-pau-desde-verano-plan-septiembre/index.html,200,200,Sí,https://metodonebula.es/blog/preparar-pau-desde-verano-plan-septiembre/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/preparar-selectividad-con-calendario/,dist/blog/preparar-selectividad-con-calendario/index.html,200,200,Sí,https://metodonebula.es/blog/preparar-selectividad-con-calendario/,Sí,No,10,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/primer-proyecto-python-principiantes-datos/,dist/blog/primer-proyecto-python-principiantes-datos/index.html,200,200,Sí,https://metodonebula.es/blog/primer-proyecto-python-principiantes-datos/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/probabilidad-condicionada-bayes-problemas-resueltos/,dist/blog/probabilidad-condicionada-bayes-problemas-resueltos/index.html,200,200,Sí,https://metodonebula.es/blog/probabilidad-condicionada-bayes-problemas-resueltos/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/python-y-sql-para-empezar-en-datos/,dist/blog/python-y-sql-para-empezar-en-datos/index.html,200,200,Sí,https://metodonebula.es/blog/python-y-sql-para-empezar-en-datos/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/que-prueba-estadistica-utilizar-guia-test-correcto/,dist/blog/que-prueba-estadistica-utilizar-guia-test-correcto/index.html,200,200,Sí,https://metodonebula.es/blog/que-prueba-estadistica-utilizar-guia-test-correcto/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/que-son-las-derivadas-y-para-que-se-utilizan/,dist/blog/que-son-las-derivadas-y-para-que-se-utilizan/index.html,200,200,Sí,https://metodonebula.es/blog/que-son-las-derivadas-y-para-que-se-utilizan/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/que-son-las-integrales-y-para-que-se-utilizan/,dist/blog/que-son-las-integrales-y-para-que-se-utilizan/index.html,200,200,Sí,https://metodonebula.es/blog/que-son-las-integrales-y-para-que-se-utilizan/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/r-spss-jamovi-python-programa-estadistico-universidad/,dist/blog/r-spss-jamovi-python-programa-estadistico-universidad/index.html,200,200,Sí,https://metodonebula.es/blog/r-spss-jamovi-python-programa-estadistico-universidad/,Sí,No,4,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/regresion-lineal-anova-cuando-utilizar-interpretar-resultados/,dist/blog/regresion-lineal-anova-cuando-utilizar-interpretar-resultados/index.html,200,200,Sí,https://metodonebula.es/blog/regresion-lineal-anova-cuando-utilizar-interpretar-resultados/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/blog/transicion-al-sector-it-en-6-meses/,dist/blog/transicion-al-sector-it-en-6-meses/index.html,200,200,Sí,https://metodonebula.es/blog/transicion-al-sector-it-en-6-meses/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/,dist/clases-particulares/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/,Sí,No,14,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/algebra-lineal-universidad/,dist/clases-particulares/algebra-lineal-universidad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/algebra-lineal-universidad/,Sí,No,5,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/calculo-universitario/,dist/clases-particulares/calculo-universitario/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/calculo-universitario/,Sí,No,11,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/economia-ade/,dist/clases-particulares/economia-ade/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/economia-ade/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/estadistica-psicologia-ade/,dist/clases-particulares/estadistica-psicologia-ade/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/estadistica-psicologia-ade/,Sí,No,7,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/estadistica-universidad/,dist/clases-particulares/estadistica-universidad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/estadistica-universidad/,Sí,No,12,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/fisica-ingenieria/,dist/clases-particulares/fisica-ingenieria/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/fisica-ingenieria/,Sí,No,11,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/gcse-ib/,dist/clases-particulares/gcse-ib/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/gcse-ib/,Sí,No,7,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/matematicas-universidad/,dist/clases-particulares/matematicas-universidad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/matematicas-universidad/,Sí,No,16,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/programacion-universidad/,dist/clases-particulares/programacion-universidad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/programacion-universidad/,Sí,No,9,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/quimica/,dist/clases-particulares/quimica/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/quimica/,Sí,No,6,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/selectividad/,dist/clases-particulares/selectividad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/selectividad/,Sí,No,8,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/clases-particulares/universidad/,dist/clases-particulares/universidad/index.html,200,200,Sí,https://metodonebula.es/clases-particulares/universidad/,Sí,No,68,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/contacto/,dist/contacto/index.html,200,200,Sí,https://metodonebula.es/contacto/,Sí,No,68,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/formacion-it/,dist/formacion-it/index.html,404,200,Sí,https://metodonebula.es/formacion-it/,Sí,No,4,Indexable,Publicación corregida mediante manifiesto completo de GitHub Pages
https://metodonebula.es/formacion-it/python-sql-data-engineering/,dist/formacion-it/python-sql-data-engineering/index.html,404,200,Sí,https://metodonebula.es/formacion-it/python-sql-data-engineering/,Sí,No,7,Indexable,Publicación corregida mediante manifiesto completo de GitHub Pages
https://metodonebula.es/mapa-del-sitio/,dist/mapa-del-sitio/index.html,200,200,Sí,https://metodonebula.es/mapa-del-sitio/,Sí,No,68,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/metodologia/,dist/metodologia/index.html,200,200,Sí,https://metodonebula.es/metodologia/,Sí,No,2,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
https://metodonebula.es/preparacion-examenes/,dist/preparacion-examenes/index.html,404,200,Sí,https://metodonebula.es/preparacion-examenes/,Sí,No,6,Indexable,Publicación corregida mediante manifiesto completo de GitHub Pages
https://metodonebula.es/preparacion-examenes/ib-mathematics/,dist/preparacion-examenes/ib-mathematics/index.html,404,200,Sí,https://metodonebula.es/preparacion-examenes/ib-mathematics/,Sí,No,5,Indexable,Publicación corregida mediante manifiesto completo de GitHub Pages
https://metodonebula.es/preparacion-examenes/matematicas-selectividad/,dist/preparacion-examenes/matematicas-selectividad/index.html,404,200,Sí,https://metodonebula.es/preparacion-examenes/matematicas-selectividad/,Sí,No,7,Indexable,Publicación corregida mediante manifiesto completo de GitHub Pages
https://metodonebula.es/sobre-nebula/,dist/sobre-nebula/index.html,200,200,Sí,https://metodonebula.es/sobre-nebula/,Sí,No,34,Indexable,"HTML estático, metadatos, sitemap y enlazado validados"
